;track;artist;genre;time;date.entered;date.peaked;Week;Ranking;New_time;timedelta;entered_to_datetime;peaked_to_datetime
179;I'll Be;McEntire, Reba;Country;4:23;2000-05-13;2000-07-29;1;89;0:4:23;0 days 00:04:23.000000000;2000-05-13;2000-07-29
180;Feelin' Good;Lopez, Jennifer;Latin;4:28;2000-02-19;2000-04-08;1;79;0:4:28;0 days 00:04:28.000000000;2000-02-19;2000-04-08
181;Your Everything;Urban, Keith;Country;4:10;2000-07-15;2000-09-16;1;81;0:4:10;0 days 00:04:10.000000000;2000-07-15;2000-09-16
182;Dear Lie;TLC;Rock;4:36;2000-02-12;2000-03-04;1;63;0:4:36;0 days 00:04:36.000000000;2000-02-12;2000-03-04
183;Feels Like Love;Gill, Vince;Country;4:13;2000-09-02;2000-11-18;1;82;0:4:13;0 days 00:04:13.000000000;2000-09-02;2000-11-18
184;Could I Have This Kiss Forever;Houston, Whitney;Rock;3:54;2000-06-17;2000-08-05;1;74;0:3:54;0 days 00:03:54.000000000;2000-06-17;2000-08-05
185;The Bad Touch;Bloodhound Gang;R&B;4:20;2000-03-18;2000-04-15;1;70;0:4:20;0 days 00:04:20.000000000;2000-03-18;2000-04-15
186;Angels;Williams, Robbie;Rock;3:56;1999-11-20;2000-01-22;1;85;0:3:56;0 days 00:03:56.000000000;1999-11-20;2000-01-22
187;Because You Love Me;Messina, Jo Dee;Country;3:50;2000-01-29;2000-03-11;1;83;0:3:50;0 days 00:03:50.000000000;2000-01-29;2000-03-11
188;Country Comes To Town;Keith, Toby;Country;3:39;2000-08-05;2000-10-14;1;82;0:3:39;0 days 00:03:39.000000000;2000-08-05;2000-10-14
189;Girls Dem Sugar;Beenie Man;Reggae;4:17;2000-10-21;2000-12-02;1;72;0:4:17;0 days 00:04:17.000000000;2000-10-21;2000-12-02
190;Let's Make Love;Hill, Faith;Rap;4:11;2000-08-12;2000-10-21;1;83;0:4:11;0 days 00:04:11.000000000;2000-08-12;2000-10-21
191;Caught Out There;Kelis;R&B;4:09;1999-12-04;2000-01-08;1;84;0:4:09;0 days 00:04:09.000000000;1999-12-04;2000-01-08
192;Anything;Jay-Z;Rap;3:41;2000-02-26;2000-03-11;1;72;0:3:41;0 days 00:03:41.000000000;2000-02-26;2000-03-11
193;Loser;3 Doors Down;Rock;4:24;2000-10-21;2000-12-02;1;76;0:4:24;0 days 00:04:24.000000000;2000-10-21;2000-12-02
194;You'll Always Be Loved By Me;Brooks & Dunn;Country;2:58;2000-06-10;2000-09-09;1;95;0:2:58;0 days 00:02:58.000000000;2000-06-10;2000-09-09
195;What I Need To Do;Chesney, Kenny;Country;4:05;2000-04-01;2000-06-10;1;79;0:4:05;0 days 00:04:05.000000000;2000-04-01;2000-06-10
196;No More Rain (In This Cloud);Stone, Angie;R&B;4:42;1999-12-25;2000-01-22;1;86;0:4:42;0 days 00:04:42.000000000;1999-12-25;2000-01-22
197;That's What I'm Looking For;Da Brat;Rap;3:44;2000-02-26;2000-04-15;1;93;0:3:44;0 days 00:03:44.000000000;2000-02-26;2000-04-15
198;This Woman Needs;SheDaisy;Country;3:20;2000-02-05;2000-03-04;1;82;0:3:20;0 days 00:03:20.000000000;2000-02-05;2000-03-04
199;Last Resort;Papa Roach;Rock;3:19;2000-07-29;2000-12-02;1;75;0:3:19;0 days 00:03:19.000000000;2000-07-29;2000-12-02
200;Open My Heart;Adams, Yolanda;Gospel;5:30;2000-08-26;2000-10-21;1;76;0:5:30;0 days 00:05:30.000000000;2000-08-26;2000-10-21
201;Bad Boyz;Shyne;Rap;4:22;2000-09-09;2000-10-28;1;94;0:4:22;0 days 00:04:22.000000000;2000-09-09;2000-10-28
202;The Great Beyond;R.E.M.;Rock;4:10;1999-12-25;2000-01-29;1;79;0:4:10;0 days 00:04:10.000000000;1999-12-25;2000-01-29
203;It's Always Somethin';Diffie, Joe;Country;2:55;2000-08-12;2000-09-16;1;81;0:2:55;0 days 00:02:55.000000000;2000-08-12;2000-09-16
204;Some Things Never Change;McGraw, Tim;Country;3:56;2000-05-13;2000-07-01;1;76;0:3:56;0 days 00:03:56.000000000;2000-05-13;2000-07-01
205;Taking You Home;Henley, Don;Rock;4:08;2000-06-24;2000-08-05;1;79;0:4:08;0 days 00:04:08.000000000;2000-06-24;2000-08-05
206;The Way I Am;Eminem;Rap;4:40;2000-08-26;2000-09-30;1;87;0:4:40;0 days 00:04:40.000000000;2000-08-26;2000-09-30
207;You Owe Me;Nas;R&B;3:51;2000-03-25;2000-04-15;1;74;0:3:51;0 days 00:03:51.000000000;2000-03-25;2000-04-15
208;Change Your Mind;Sister Hazel;Rock;4:02;2000-07-15;2000-08-05;1;75;0:4:02;0 days 00:04:02.000000000;2000-07-15;2000-08-05
209;Best Friend;Puff Daddy;Rap;5:33;2000-02-12;2000-02-19;1;65;0:5:33;0 days 00:05:33.000000000;2000-02-12;2000-02-19
210;There You Are;McBride, Martina;Country;3:26;2000-09-09;2000-10-21;1;79;0:3:26;0 days 00:03:26.000000000;2000-09-09;2000-10-21
211;Pop Ya Collar;Usher;Rock;3:36;2000-11-04;2000-11-18;1;68;0:3:36;0 days 00:03:36.000000000;2000-11-04;2000-11-18
212;No Matter What They Say;Lil' Kim;Rap;4:12;2000-07-15;2000-08-05;1;80;0:4:12;0 days 00:04:12.000000000;2000-07-15;2000-08-05
213;I Don't Wanna Kiss You Goodnight;LFO;Rock;5:00;2000-04-15;2000-04-22;1;63;0:5:00;0 days 00:05:00.000000000;2000-04-15;2000-04-22
214;Deck The Halls;SheDaisy;Country;3:46;1999-12-25;2000-01-01;1;97;0:3:46;0 days 00:03:46.000000000;1999-12-25;2000-01-01
215;I Think God Can Explain;Splender;R&B;3:55;2000-06-10;2000-06-24;1;71;0:3:55;0 days 00:03:55.000000000;2000-06-10;2000-06-24
216;Where You Are;Simpson, Jessica;Rock;3:51;2000-04-01;2000-04-15;1;73;0:3:51;0 days 00:03:51.000000000;2000-04-01;2000-04-15
217;Mirror Mirror;M2M;Pop;3:19;2000-04-01;2000-05-27;1;87;0:3:19;0 days 00:03:19.000000000;2000-04-01;2000-05-27
218;U Don't Love Me;Kumbia Kings;R&B;3:50;2000-03-04;2000-03-18;1;81;0:3:50;0 days 00:03:50.000000000;2000-03-04;2000-03-18
219;Treat Her Like A Lady;Joe;Rock;4:12;2000-08-05;2000-08-19;1;77;0:4:12;0 days 00:04:12.000000000;2000-08-05;2000-08-19
220;Deep Inside;Blige, Mary J.;Rock;5:26;1999-11-13;2000-01-22;1;83;0:5:26;0 days 00:05:26.000000000;1999-11-13;2000-01-22
221;You Should've Told Me;Price, Kelly;Rock;3:12;2000-09-23;2000-12-02;1;91;0:3:12;0 days 00:03:12.000000000;2000-09-23;2000-12-02
222;That Other Woman;Changing Faces;Rock;4:00;2000-09-30;2000-10-28;1;80;0:4:00;0 days 00:04:00.000000000;2000-09-30;2000-10-28
223;It Was;Wright, Chely;R&B;3:51;2000-03-04;2000-04-15;1;86;0:3:51;0 days 00:03:51.000000000;2000-03-04;2000-04-15
224;Rollin';Limp Bizkit;Rock;4:04;2000-11-11;2000-12-09;1;77;0:4:04;0 days 00:04:04.000000000;2000-11-11;2000-12-09
225;I Need A Hot Girl;Hot Boys;Rap;4:16;2000-02-19;2000-03-11;1;77;0:4:16;0 days 00:04:16.000000000;2000-02-19;2000-03-11
226;Do It Again (Put Ya Hands Up);Jay-Z;Rap;3:47;2000-01-15;2000-01-29;1;95;0:3:47;0 days 00:03:47.000000000;2000-01-15;2000-01-29
227;More;Adkins, Trace;Country;3:05;2000-04-29;2000-06-17;1;84;0:3:05;0 days 00:03:05.000000000;2000-04-29;2000-06-17
228;Cold Day In July;Dixie Chicks, The;Country;5:12;2000-06-24;2000-08-05;1;80;0:5:12;0 days 00:05:12.000000000;2000-06-24;2000-08-05
229;As We Lay;Price, Kelly;Rock;6:20;2000-07-15;2000-08-05;1;82;0:6:20;0 days 00:06:20.000000000;2000-07-15;2000-08-05
230;What's My Name;DMX;Rap;3:50;2000-01-15;2000-02-12;1;98;0:3:50;0 days 00:03:50.000000000;2000-01-15;2000-02-12
231;Private Emotion;Martin, Ricky;Latin;4:02;2000-03-11;2000-03-18;1;76;0:4:02;0 days 00:04:02.000000000;2000-03-11;2000-03-18
232;If I Am;Nine Days;Rock;4:18;2000-12-02;2000-12-02;1;68;0:4:18;0 days 00:04:18.000000000;2000-12-02;2000-12-02
233;Give Me You;Blige, Mary J.;Rock;5:00;2000-04-15;2000-05-13;1;97;0:5:00;0 days 00:05:00.000000000;2000-04-15;2000-05-13
234;Californication;Red Hot Chili Peppers;Rock;5:21;2000-07-29;2000-10-14;1;72;0:5:21;0 days 00:05:21.000000000;2000-07-29;2000-10-14
235;Deep Inside Of You;Third Eye Blind;Rock;4:10;2000-09-02;2000-10-07;1;80;0:4:10;0 days 00:04:10.000000000;2000-09-02;2000-10-07
236;Do What You Gotta Do;Brooks, Garth;Country;2:56;2000-02-19;2000-03-18;1;86;0:2:56;0 days 00:02:56.000000000;2000-02-19;2000-03-18
237;Original Prankster;Offspring, The;Rock;3:42;2000-11-25;2000-12-09;1;74;0:3:42;0 days 00:03:42.000000000;2000-11-25;2000-12-09
238;My Baby You;Anthony, Marc;Latin;3:59;2000-09-16;2000-10-07;1;82;0:3:59;0 days 00:03:59.000000000;2000-09-16;2000-10-07
239;Same Script, Different Cast;Houston, Whitney;Rock;4:45;2000-06-17;2000-07-15;1;71;0:4:45;0 days 00:04:45.000000000;2000-06-17;2000-07-15
240;Left & Right;D'Angelo;R&B;4:35;1999-12-11;2000-01-01;1;93;0:4:35;0 days 00:04:35.000000000;1999-12-11;2000-01-01
241;I Belong To You;Kravitz, Lenny;Rock;4:17;2000-03-25;2000-04-08;1;78;0:4:17;0 days 00:04:17.000000000;2000-03-25;2000-04-08
242;That's The Kind Of Mood I'm In;Loveless, Patty;Country;3:27;2000-09-16;2000-11-18;1;98;0:3:27;0 days 00:03:27.000000000;2000-09-16;2000-11-18
243;Breathe And Stop;Q-Tip;Rock;4:06;2000-01-22;2000-01-22;1;71;0:4:06;0 days 00:04:06.000000000;2000-01-22;2000-01-22
244;Can't Fight The Moonlight;Rimes, LeAnn;Country;3:33;2000-09-09;2000-09-16;1;82;0:3:33;0 days 00:03:33.000000000;2000-09-09;2000-09-16
245;Tha Block Is Hot;Lil Wayne;Rap;4:13;1999-12-04;2000-01-08;1;99;0:4:13;0 days 00:04:13.000000000;1999-12-04;2000-01-08
246;Baby Don't Cry (Keep Ya Head Up II);2 Pac;Rap;4:22;2000-02-26;2000-03-11;1;87;0:4:22;0 days 00:04:22.000000000;2000-02-26;2000-03-11
247;Sleepwalker;Wallflowers, The;Rock;3:29;2000-10-28;2000-10-28;1;73;0:3:29;0 days 00:03:29.000000000;2000-10-28;2000-10-28
248;Left, Right, Left;Drama;Rap;3:37;2000-02-12;2000-03-18;1;100;0:3:37;0 days 00:03:37.000000000;2000-02-12;2000-03-18
249;N 2 Gether Now;Limp Bizkit;Rock;3:55;1999-12-04;2000-01-08;1;94;0:3:55;0 days 00:03:55.000000000;1999-12-04;2000-01-08
250;Ryde or Die, Chick;Lox;Rap;3:56;2000-03-18;2000-03-25;1;86;0:3:56;0 days 00:03:56.000000000;2000-03-18;2000-03-25
251;Whistle While You Twurk;Ying Yang Twins;Rap;4:19;2000-03-18;2000-04-29;1;95;0:4:19;0 days 00:04:19.000000000;2000-03-18;2000-04-29
252;Live, Laugh, Love;Walker, Clay;Country;4:06;1999-12-04;2000-01-22;1;95;0:4:06;0 days 00:04:06.000000000;1999-12-04;2000-01-22
253;No Leaf Clover (Live);Metallica;Rock;5:43;2000-02-12;2000-03-11;1;86;0:5:43;0 days 00:05:43.000000000;2000-02-12;2000-03-11
254;Another Nine Minutes;Yankee Grey;Country;3:10;2000-04-29;2000-05-20;1;86;0:3:10;0 days 00:03:10.000000000;2000-04-29;2000-05-20
255;Tricky Tricky ;Bega, Lou;Rock;3:23;2000-01-29;2000-02-05;1;75;0:3:23;0 days 00:03:23.000000000;2000-01-29;2000-02-05
256;It's So Hard;Big Punisher;Rap;3:25;2000-04-22;2000-05-06;1;96;0:3:25;0 days 00:03:25.000000000;2000-04-22;2000-05-06
257;When You Need My Love;Worley, Darryl;Country;3:35;2000-06-17;2000-09-02;1;98;0:3:35;0 days 00:03:35.000000000;2000-06-17;2000-09-02
258;How Many Licks?;Lil' Kim;Rap;3:50;2000-11-25;2000-12-02;1;79;0:3:50;0 days 00:03:50.000000000;2000-11-25;2000-12-02
259;A Little Gasoline;Clark, Terri;Country;3:07;2000-12-16;2000-12-16;1;75;0:3:07;0 days 00:03:07.000000000;2000-12-16;2000-12-16
260;A Country Boy Can Survive;Brock, Chad;Country;3:54;2000-01-01;2000-01-08;1;93;0:3:54;0 days 00:03:54.000000000;2000-01-01;2000-01-08
261;My Love Goes On And On;Cagle, Chris;Country;3:02;2000-10-21;2000-12-02;1;99;0:3:02;0 days 00:03:02.000000000;2000-10-21;2000-12-02
262;Put Your Hand In Mine;Byrd, Tracy;Country;4:30;2000-01-29;2000-02-12;1;81;0:4:30;0 days 00:04:30.000000000;2000-01-29;2000-02-12
263;I Disappear;Metallica;Rock;4:26;2000-05-13;2000-06-17;1;86;0:4:26;0 days 00:04:26.000000000;2000-05-13;2000-06-17
264;Hey Papi;Jay-Z;Rap;3:40;2000-08-12;2000-10-07;1;98;0:3:40;0 days 00:03:40.000000000;2000-08-12;2000-10-07
265;The Rockafeller Skank;Fatboy Slim;Electronica;4:00;1999-11-13;2000-01-22;1;94;0:4:00;0 days 00:04:00.000000000;1999-11-13;2000-01-22
266;Mr. Too Damn Good;Levert, Gerald;R&B;4:06;2000-03-18;2000-04-08;1;84;0:4:06;0 days 00:04:06.000000000;2000-03-18;2000-04-08
267;Stay Or Let It Go;McKnight, Brian;Rock;4:32;2000-02-26;2000-03-25;1;95;0:4:32;0 days 00:04:32.000000000;2000-02-26;2000-03-25
268;Smoke Rings In The Dark;Allan, Gary;Country;4:18;2000-01-22;2000-02-05;1;80;0:4:18;0 days 00:04:18.000000000;2000-01-22;2000-02-05
269;The Best Man I Can Be;Ginuwine;Rock;4:06;2000-01-08;2000-03-04;1;97;0:4:06;0 days 00:04:06.000000000;2000-01-08;2000-03-04
270;Monica;Before Dark;Rock;4:04;2000-05-20;2000-06-17;1;95;0:4:04;0 days 00:04:04.000000000;2000-05-20;2000-06-17
271;No Me Dejes De Querer;Estefan, Gloria;Rock;3:25;2000-06-10;2000-06-10;1;77;0:3:25;0 days 00:03:25.000000000;2000-06-10;2000-06-10
272;Sour Girl;Stone Temple Pilots;Rock;4:16;2000-07-08;2000-07-29;1;79;0:4:16;0 days 00:04:16.000000000;2000-07-08;2000-07-29
273;Daddy Won't Sell The Farm;Montgomery Gentry;Country;4:18;2000-03-04;2000-03-25;1;87;0:4:18;0 days 00:04:18.000000000;2000-03-04;2000-03-25
274;You Won't Be Lonely Now;Cyrus, Billy Ray;Country;3:45;2000-09-23;2000-11-11;1;97;0:3:45;0 days 00:03:45.000000000;2000-09-23;2000-11-11
275;Meanwhile Back At The Ranch;Clark Family Experience;Country;2:56;2000-11-18;2000-12-16;1;87;0:2:56;0 days 00:02:56.000000000;2000-11-18;2000-12-16
276;Summer Rain;Thomas, Carl;Rock;4:57;2000-09-23;2000-10-14;1;82;0:4:57;0 days 00:04:57.000000000;2000-09-23;2000-10-14
277;Real Live Woman;Yearwood, Trisha;Country;3:55;2000-04-01;2000-04-29;1;85;0:3:55;0 days 00:03:55.000000000;2000-04-01;2000-04-29
278;Shut Up;Trick Daddy;Rap;4:17;2000-05-20;2000-06-17;1;99;0:4:17;0 days 00:04:17.000000000;2000-05-20;2000-06-17
279;Straight Up;Moore, Chante;Rock;3:40;2000-10-28;2000-12-02;1;98;0:3:40;0 days 00:03:40.000000000;2000-10-28;2000-12-02
280;What Means The World To You;Cam'ron;Rap;4:38;2000-10-14;2000-11-18;1;94;0:4:38;0 days 00:04:38.000000000;2000-10-14;2000-11-18
281;U Understand;Juvenile;Rap;3:51;2000-02-05;2000-02-12;1;85;0:3:51;0 days 00:03:51.000000000;2000-02-05;2000-02-12
282;Can't Stay;Hollister, Dave;Rock;6:17;2000-03-25;2000-03-25;1;84;0:6:17;0 days 00:06:17.000000000;2000-03-25;2000-03-25
283;Can't Go For That;Tamia;Rock;3:38;2000-09-16;2000-09-30;1;90;0:3:38;0 days 00:03:38.000000000;2000-09-16;2000-09-30
284;West Side Story;LFO;Rock;3:27;2000-08-05;2000-08-12;1;96;0:3:27;0 days 00:03:27.000000000;2000-08-05;2000-08-12
285;Me Neither;Paisley, Brad;Country;3:19;2000-05-13;2000-05-20;1;87;0:3:19;0 days 00:03:19.000000000;2000-05-13;2000-05-20
286;Take That;Carter, Torrey;Rock;3:43;2000-06-24;2000-07-08;1;94;0:3:43;0 days 00:03:43.000000000;2000-06-24;2000-07-08
287;The Hardest Part Of Breaking Up (Is Getting Back Your Stuff);2Ge+her;R&B;3:15;2000-09-02;2000-09-09;1;91;0:3:15;0 days 00:03:15.000000000;2000-09-02;2000-09-09
288;Don't Call Me Baby;Madison Avenue;Electronica;3:44;2000-07-08;2000-09-16;1;98;0:3:44;0 days 00:03:44.000000000;2000-07-08;2000-09-16
289;Got It All;Eve;Rap;3:48;2000-07-15;2000-07-22;1;89;0:3:48;0 days 00:03:48.000000000;2000-07-15;2000-07-22
290;Re-Arranged;Limp Bizkit;Rock;4:08;1999-12-04;2000-02-05;1;91;0:4:08;0 days 00:04:08.000000000;1999-12-04;2000-02-05
291;Still In My Heart;Spencer, Tracie;Rock;4:11;2000-03-04;2000-03-11;1;95;0:4:11;0 days 00:04:11.000000000;2000-03-04;2000-03-11
292;3 Little Words;Nu Flavor;R&B;3:54;2000-06-03;2000-06-17;1;97;0:3:54;0 days 00:03:54.000000000;2000-06-03;2000-06-17
293;If You Don't Wanna Love Me;Tamar;Rock;4:02;2000-03-25;2000-04-15;1;98;0:4:02;0 days 00:04:02.000000000;2000-03-25;2000-04-15
294;Baby U Are;Levert, Gerald;R&B;4:10;2000-08-19;2000-08-26;1;96;0:4:10;0 days 00:04:10.000000000;2000-08-19;2000-08-26
295;L.A. Song;Hart, Beth;Country;3:47;1999-11-27;2000-01-15;1;99;0:3:47;0 days 00:03:47.000000000;1999-11-27;2000-01-15
296;The Quittin' Kind;Diffie, Joe;Country;3:23;2000-01-01;2000-01-22;1;98;0:3:23;0 days 00:03:23.000000000;2000-01-01;2000-01-22
297;Do You;Funkmaster Flex;Rap;4:14;2000-11-11;2000-12-02;1;92;0:4:14;0 days 00:04:14.000000000;2000-11-11;2000-12-02
298;Love Sets You Free;Price, Kelly;Rock;3:46;2000-05-13;2000-05-20;1;92;0:3:46;0 days 00:03:46.000000000;2000-05-13;2000-05-20
299;Riddle;En Vogue;Rock;5:10;2000-06-17;2000-06-17;1;92;0:5:10;0 days 00:05:10.000000000;2000-06-17;2000-06-17
300;No Mercy;Herndon, Ty;Country;4:43;2000-03-18;2000-05-06;1;100;0:4:43;0 days 00:04:43.000000000;2000-03-18;2000-05-06
301;I'm Outta Love;Anastacia;Pop;4:01;2000-04-01;2000-04-01;1;92;0:4:01;0 days 00:04:01.000000000;2000-04-01;2000-04-01
302;Pull Over;Trina;Rap;2:58;2000-09-09;2000-09-16;1;97;0:2:58;0 days 00:02:58.000000000;2000-09-09;2000-09-16
303;Ta Da;Lil' Mo;Rap;4:17;2000-08-12;2000-09-16;1;100;0:4:17;0 days 00:04:17.000000000;2000-08-12;2000-09-16
304;Dancing Queen;A*Teens;Pop;3:44;2000-07-08;2000-07-29;1;97;0:3:44;0 days 00:03:44.000000000;2000-07-08;2000-07-29
305;Where I Wanna Be;Sheist, Shade;Rap;4:16;2000-11-11;2000-11-18;1;96;0:4:16;0 days 00:04:16.000000000;2000-11-11;2000-11-18
306;All Good?;De La Soul;Rap;5:02;2000-12-23;2000-12-23;1;96;0:5:02;0 days 00:05:02.000000000;2000-12-23;2000-12-23
307;Get Up;Larrieux, Amel;R&B;4:02;2000-03-04;2000-03-11;1;100;0:4:02;0 days 00:04:02.000000000;2000-03-04;2000-03-11
308;Spanish Guitar;Braxton, Toni;Rock;4:24;2000-12-02;2000-12-02;1;98;0:4:24;0 days 00:04:24.000000000;2000-12-02;2000-12-02
309;I Know;Tuesday;Rock;4:06;2000-12-30;2000-12-30;1;98;0:4:06;0 days 00:04:06.000000000;2000-12-30;2000-12-30
310;Imagine That;LL Cool J;Rap;4:00;2000-08-12;2000-08-19;1;99;0:4:00;0 days 00:04:00.000000000;2000-08-12;2000-08-19
311;Souljas;Master P;Rap;3:33;2000-11-18;2000-11-18;1;98;0:3:33;0 days 00:03:33.000000000;2000-11-18;2000-11-18
312;Cherchez LaGhost;Ghostface Killah;R&B;3:04;2000-08-05;2000-08-05;1;98;0:3:04;0 days 00:03:04.000000000;2000-08-05;2000-08-05
313;Freakin' It;Smith, Will;Rap;3:58;2000-02-12;2000-02-12;1;99;0:3:58;0 days 00:03:58.000000000;2000-02-12;2000-02-12
314;Kernkraft 400;Zombie Nation;Rock;3:30;2000-09-02;2000-09-02;1;99;0:3:30;0 days 00:03:30.000000000;2000-09-02;2000-09-02
315;Got Beef;Eastsidaz, The;Rap;3:58;2000-07-01;2000-07-01;1;99;0:3:58;0 days 00:03:58.000000000;2000-07-01;2000-07-01
316;Toca's Miracle;Fragma;R&B;3:22;2000-10-28;2000-10-28;1;99;0:3:22;0 days 00:03:22.000000000;2000-10-28;2000-10-28
317;Independent Women Part I;Destiny's Child;Rock;3:38;2000-09-23;2000-11-18;2;63;0:3:38;0 days 00:03:38.000000000;2000-09-23;2000-11-18
318;Maria, Maria;Santana;Rock;4:18;2000-02-12;2000-04-08;2;8;0:4:18;0 days 00:04:18.000000000;2000-02-12;2000-04-08
319;I Knew I Loved You;Savage Garden;Rock;4:07;1999-10-23;2000-01-29;2;48;0:4:07;0 days 00:04:07.000000000;1999-10-23;2000-01-29
320;Music;Madonna;Rock;3:45;2000-08-12;2000-09-16;2;23;0:3:45;0 days 00:03:45.000000000;2000-08-12;2000-09-16
321;Come On Over Baby (All I Want Is You);Aguilera, Christina;Rock;3:38;2000-08-05;2000-10-14;2;47;0:3:38;0 days 00:03:38.000000000;2000-08-05;2000-10-14
322;Doesn't Really Matter;Janet;Rock;4:17;2000-06-17;2000-08-26;2;52;0:4:17;0 days 00:04:17.000000000;2000-06-17;2000-08-26
323;Say My Name;Destiny's Child;Rock;4:31;1999-12-25;2000-03-18;2;83;0:4:31;0 days 00:04:31.000000000;1999-12-25;2000-03-18
324;Be With You;Iglesias, Enrique;Latin;3:36;2000-04-01;2000-06-24;2;45;0:3:36;0 days 00:03:36.000000000;2000-04-01;2000-06-24
325;Incomplete;Sisqo;Rock;3:52;2000-06-24;2000-08-12;2;66;0:3:52;0 days 00:03:52.000000000;2000-06-24;2000-08-12
326;Amazed;Lonestar;Country;4:25;1999-06-05;2000-03-04;2;54;0:4:25;0 days 00:04:25.000000000;1999-06-05;2000-03-04
327;It's Gonna Be Me;N'Sync;Rock;3:10;2000-05-06;2000-07-29;2;70;0:3:10;0 days 00:03:10.000000000;2000-05-06;2000-07-29
328;What A Girl Wants;Aguilera, Christina;Rock;3:18;1999-11-27;2000-01-15;2;51;0:3:18;0 days 00:03:18.000000000;1999-11-27;2000-01-15
329;Everything You Want;Vertical Horizon;Rock;4:01;2000-01-22;2000-07-15;2;61;0:4:01;0 days 00:04:01.000000000;2000-01-22;2000-07-15
330;With Arms Wide Open;Creed;Rock;3:52;2000-05-13;2000-11-11;2;78;0:3:52;0 days 00:03:52.000000000;2000-05-13;2000-11-11
331;Try Again;Aaliyah;Rock;4:03;2000-03-18;2000-06-17;2;53;0:4:03;0 days 00:04:03.000000000;2000-03-18;2000-06-17
332;Bent;matchbox twenty;Rock;4:12;2000-04-29;2000-07-22;2;37;0:4:12;0 days 00:04:12.000000000;2000-04-29;2000-07-22
333;Thank God I Found You;Carey, Mariah;Rock;4:14;1999-12-11;2000-02-19;2;68;0:4:14;0 days 00:04:14.000000000;1999-12-11;2000-02-19
334;Breathe;Hill, Faith;Rap;4:04;1999-11-06;2000-04-22;2;68;0:4:04;0 days 00:04:04.000000000;1999-11-06;2000-04-22
335;Case Of The Ex (Whatcha Gonna Do);Mya;Rock;3:50;2000-08-19;2000-12-02;2;57;0:3:50;0 days 00:03:50.000000000;2000-08-19;2000-12-02
336;He Loves U Not;Dream;Rock;3:43;2000-09-30;2000-12-30;2;92;0:3:43;0 days 00:03:43.000000000;2000-09-30;2000-12-30
337;He Wasn't Man Enough;Braxton, Toni;Rock;4:21;2000-03-18;2000-05-06;2;55;0:4:21;0 days 00:04:21.000000000;2000-03-18;2000-05-06
338;You Sang To Me;Anthony, Marc;Latin;3:50;2000-02-26;2000-06-03;2;54;0:3:50;0 days 00:03:50.000000000;2000-02-26;2000-06-03
339;Give Me Just One Night (Una Noche);98¡;Rock;3:24;2000-08-19;2000-09-30;2;39;0:3:24;0 days 00:03:24.000000000;2000-08-19;2000-09-30
340;Jumpin' Jumpin';Destiny's Child;Rock;3:48;2000-05-13;2000-08-19;2;71;0:3:48;0 days 00:03:48.000000000;2000-05-13;2000-08-19
341;Kryptonite;3 Doors Down;Rock;3:53;2000-04-08;2000-11-11;2;70;0:3:53;0 days 00:03:53.000000000;2000-04-08;2000-11-11
342;Thong Song;Sisqo;Rock;4:05;2000-01-29;2000-05-20;2;63;0:4:05;0 days 00:04:05.000000000;2000-01-29;2000-05-20
343;I Turn To You;Aguilera, Christina;Rock;4:00;2000-04-15;2000-07-01;2;39;0:4:00;0 days 00:04:00.000000000;2000-04-15;2000-07-01
344;My Love Is Your Love;Houston, Whitney;Rock;4:16;1999-09-04;2000-01-08;2;68;0:4:16;0 days 00:04:16.000000000;1999-09-04;2000-01-08
345;I Wanna Know;Joe;Rock;4:57;2000-01-01;2000-07-01;2;86;0:4:57;0 days 00:04:57.000000000;2000-01-01;2000-07-01
346;Get It On.. Tonite;Jordan, Montell;Rap;4:34;1999-10-23;2000-02-12;2;80;0:4:34;0 days 00:04:34.000000000;1999-10-23;2000-02-12
347;Bye Bye Bye;N'Sync;Rock;3:15;2000-01-29;2000-04-15;2;20;0:3:15;0 days 00:03:15.000000000;2000-01-29;2000-04-15
348;The Real Slim Shady;Eminem;Rap;4:42;2000-05-06;2000-06-24;2;32;0:4:42;0 days 00:04:42.000000000;2000-05-06;2000-06-24
349;Most Girls;Pink;Rock;4:06;2000-08-12;2000-11-25;2;70;0:4:06;0 days 00:04:06.000000000;2000-08-12;2000-11-25
350;Gotta Tell You;Mumba, Samantha;Rock;3:19;2000-09-09;2000-12-09;2;72;0:3:19;0 days 00:03:19.000000000;2000-09-09;2000-12-09
351;Bring It All To Me;Blaque;Pop;3:46;1999-10-23;2000-01-22;2;63;0:3:46;0 days 00:03:46.000000000;1999-10-23;2000-01-22
352;Hot Boyz;"Elliott, Missy ""Misdemeanor""";Rap;3:51;1999-11-27;2000-01-08;2;21;0:3:51;0 days 00:03:51.000000000;1999-11-27;2000-01-08
353;I Try;Gray, Macy;Rock;3:52;2000-02-19;2000-05-20;2;51;0:3:52;0 days 00:03:52.000000000;2000-02-19;2000-05-20
354;This I Promise You;N'Sync;Rock;4:23;2000-09-30;2000-12-02;2;31;0:4:23;0 days 00:04:23.000000000;2000-09-30;2000-12-02
355;No More;Ruff Endz;Rock;3:56;2000-07-01;2000-09-02;2;38;0:3:56;0 days 00:03:56.000000000;2000-07-01;2000-09-02
356;Show Me The Meaning Of Being Lonely;Backstreet Boys, The;Rock;3:54;2000-01-01;2000-03-18;2;62;0:3:54;0 days 00:03:54.000000000;2000-01-01;2000-03-18
