;rating;title;year;director0;runtime;genres0;actor0;actor1;actor2;actor3;tagline;outline;genres1;genres2;genres3;director1;genres4;genres5;genres6
3453;3.0;Termination Man;1998.0;Fred Gallo;5520.0;Action;Steve Railsback;James Farentino;Athena Massey;Eb Lottimer;Terminate the threat before it terminates you!;"Technologically ""enhanced"" Special Agent Dylan Pope is tasked with stopping a terrorist who is in possession of a powerful toxic gas.";Drama;;;;;;
3458;7.5;You Are a Widow, Sir!;1971.0;V\xe1clav Vorl\xedcek;5820.0;Comedy;Iva Janzurov\xe1;Olga Schoberov\xe1;Eduard Cup\xe1k;Jir\xed Sov\xe1k;;After a soldier cuts off the arm of king's cousin, king decides to deactivate the army. Of course, generals...;Sci-Fi;;;;;;
3462;;Orders for Assassination;1974.0;Tae-ho Seol;6300.0;Action;Jang-kang Heo;Dong-hwi Jang;Hyeok Jang;Dae-yeob Lee;;Backstabbing and infighting in the communist party operating in South Korea at the end of the 1940's...;;;;;;;
3464;6.4;Tôkyô kyôdai;1995.0;Jun Ichikawa;5520.0;Drama;"oka"" (u";Urara Awata;Rie Minemura;Naoto Ogata;;Living in an old Tokyo district, Kenichi works at a second-hand bookshop to support his sister, Yoko...;;;;;;;
3469;6.5;Qingchun;1977.0;Jin Xie;;;;;;;;;;;;;;;
3470;6.8;Short Night of Glass Dolls;1971.0;Aldo Lado;5820.0;Horror;Ingrid Thulin;Jean Sorel;Mario Adorf;Barbara Bach;;An American journalist in Prague searches for his girlfriend who has suddenly disappeared.;Mystery;;;;;;
3471;5.5;At the Mercy of a Stranger;1999.0;Graeme Campbell;5760.0;Drama;Joanna Kerns;Tim Matheson;Stephen Lang;Bill MacDonald;;Elizabeth is married to Thomas, a prominent doctor. He has been abusing her. One day while out with a client...;Thriller;;;;;;
3480;6.7;The St. Louis Kid;1934.0;Ray Enright;4020.0;Drama;James Cagney;Patricia Ellis;Allen Jenkins;Robert Barrat;;Trucker Eddie Kennedy gets involved with the law when he has an car accident with Ann Reid and knocks the owner of a dairy out...;Romance;;;;;;
3481;5.7;Recycled;2000.0;Maria von Heland;5580.0;Thriller;Blixa Bargeld;Anna B\xf6ttcher;Ingo Hasselbach;Dieter Laser;;After Martin Lamm's wife Esther announces that she hired someone to kill him, the famous writer's life changes rapidly. Just hours later Esther is found at the bottom of a river.;;;;;;;
3484;7.4;Maati Maangey Khoon;1984.0;Raj Khosla;7680.0;Action;Shatrughan Sinha;Raj Babbar;Rekha;Reena Roy;;As far as he can remember Harinarain Singh alias Hariya has no knowledge of his birth, parents nor of a family home...;Thriller;;;;;;
3486;5.3;Death Car on the Freeway;1979.0;Hal Needham;5460.0;Mystery;Shelley Hack;Frank Gorshin;Peter Graves;Harriet Nelson;He Kills With a Van. Beautiful Women Are His Victims. Until One Meets Him Head On!;A unknown, psychotic driver uses his van to kill unsuspecting female drivers on the freeway.;Thriller;;;;;;
3490;6.0;Til Death Do Us Part;1995.0;Phil Leirness;5940.0;Comedy;Max Parrish;Peter Murnik;Kelly Kane;Dale Morris;;Alex is an author, well over 30, who still hasn't found the love of his life. Then his therapist advises him to look up the last woman he ever loved. So he travels back to the place of his birth.;;;;;;;
3494;7.7;Chandni Bar;2001.0;Madhur Bhandarkar;9000.0;Crime;Tabu;Atul Kulkarni;Rajpal Yadav;Shri Vallabh Vyas;;A displaced woman is forced to become a beer-bar dancer, and sire children of a gangster.;Drama;;;;;;
3505;6.6;O Lampião da Estrela;2000.0;Diamantino Ferreira;5400.0;Comedy;Herman Jos\xe9;Jos\xe9 Pedro Gomes;Catarina Furtado;Alda Gomes;;An unsuccessful football manager tries to impress an aristocratic, successful one, with the objective of selling him the passes of two unpromising African players.;;;;;;;
3508;6.0;In the Lake of the Woods;1996.0;Carl Schenkel;5400.0;Drama;Peter Strauss;Kathleen Quinlan;Peter Boyle;Nancy Sorel;;"John Waylan is a candidate for U.S. senator; near the end of the campaign he is accused of ordering...";;;;;;;
3510;6.6;Clay Pigeons;1998.0;David Dobkin;6240.0;Comedy;Joaquin Phoenix;Vince Vaughn;Janeane Garofalo;Gregory Sporleder;Lester Long never forgets a friend;Clay (as in the title) is a young man in a small town who witnesses his friend kill himself because...;Crime;;;;;;
3511;;Gyeag couple;1994.0;Seung-Soo Shin;6120.0;Comedy;Jong-won Lee;Hye-ri Kim;;;;A couple make an agreement to live together to determine if they are compatible to marry, but with the condition of 'no sex' in the contract.;Romance;;;;;;
3512;4.2;The Attack of the Giant Mousaka;1999.0;Panos H. Koutras;5940.0;Comedy;Giannis Angelakis;Christos Mantakas;Myriam Vourou;Gregory Patrikareas;;Around the year 2000, a terrible occurence shocks the city of Athens: a huge piece of moussaka appears on the city streets...;Sci-Fi;;;;;;
3513;4.1;Deathmoon;1978.0;Bruce Kessler;5400.0;Horror;Robert Foxworth;Joe Penny;Barbara Trentham;Dolph Sweet;;A manager is sent to vacation by his doctor due to symptoms of stress. He chooses Hawaii, because that's where his grandfather worked as a missionary...;Mystery;;;;;;
3518;5.9;200 Cigarettes;1999.0;Risa Bramon Garcia;6060.0;Comedy;Ben Affleck;Casey Affleck;Dave Chappelle;Guillermo D\xedaz;It's 11:59 on New Year's Eve. Do you know where your date is?;A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses.;Drama;Romance;;;;;
3522;7.1;I Spy;1934.0;Allan Dwan;3720.0;Drama;Sally Eilers;Ben Lyon;Harry Tate;H.F. Maltby;;Two Americans in England--a wealthy playboy and an actress--join forces to stop international spies.;;;;;;;
3525;7.4;It Always Rains on Sunday;1947.0;Robert Hamer;5520.0;Crime;Googie Withers;Jack Warner;John McCallum;Edward Chapman;The secrets of a street you know;An escaped convict tries to hide out at his former lover's house but she has since married and is far from keen on the idea.;Drama;Film-Noir;;;;;
3530;4.2;Pervirella;1997.0;Alex Chandon;5520.0;Adventure;Emily Booth;Ron Drand;Shend;Sexton Ming;;This is the story of the beautiful young Pervirella. Set in the mythical English land of Condon, the grotesque...;Comedy;;;Josh Collins;;;
3531;6.0;The Kid from Nowhere;1982.0;Beau Bridges;7200.0;Drama;Susan Saint James;Beau Bridges;Loretta Swit;Ricky Wittman;;A single mother is overprotective of her mentally challenged son which has made him angry and difficult...;Family;;;;;;
3532;6.0;TekWar: TekLab;1994.0;Timothy Bond;7200.0;Sci-Fi;Greg Evigan;Eugene Clark;William Shatner;Michael York;;The actual sword of Excalibur has been stolen in London, and futuristic detectives Jake Cardigan and...;;;;;;;
3533;7.0;Vanishing Son III;1994.0;John Nicolella;7200.0;Action;Russell Wong;Chi Muoi Lo;Vivian Wu;Paul Butler;;The saga picks up in Washington, DC where Jian-wa is competing in a classical music competition (under the name Michael Lee)...;Drama;Romance;;;;;
3534;6.5;Farewell Performance;1963.0;Robert Tronson;4380.0;Crime;David Kernan;Delphi Lawrence;Frederick Jaeger;Derek Francis;;A pop star is found murdered. To find the murderer the police must work out if rivalry or hate was the motive.;;;;;;;
3542;6.7;Lesnaya pesnya. Mavka;1981.0;Yuri Ilyenko;4980.0;Fantasy;Lyudmila Efimenko;Viktor Kremlyov;Mayya Bulgakova;Ivan Mykolaichuk;;Mavka, a water nymph, loves Lukash, a country youth. Their brief happiness ends when Lukash is forced to marry the shrewish Kilina...;;;;;;;
3544;5.6;Mantis Vs the Falcon Claws;1983.0;Mitch Wong;4860.0;Action;Alain Ko;Sonny Man;Gary Cho;Bo Yuen;;A silk dealer and a princess are traveling in the China country, when they are attacked by a group of Falcon bandits...;Crime;Drama;;;;;
3547;5.3;Dragon Lee vs. Five Brothers;1978.0;Shi-hyeon Kim;5220.0;Action;Chi Chu Chin;Hyeong-Kan Choi;Min Kyu Choi;Lung Chu;;Dragon is trusted to deliver a list containing name of anti-Ching revolutionaries to the Ming leaders but is challenged by Ching loyalists along the way.;Drama;;;Yueh-Lin Liu;;;
3551;7.4;Hour of Glory;1949.0;Michael Powell;6360.0;Drama;David Farrar;Jack Hawkins;Kathleen Byron;Leslie Banks;;As the Germans drop explosive booby-traps on Britain in 1943, the embittered expert who'll have to disarm them fights a private battle with alcohol.;Romance;Thriller;War;Emeric Pressburger;;;
3554;7.3;Carlos and Elisabeth;1924.0;Richard Oswald;;Drama;Conrad Veidt;Eugen Kl\xf6pfer;Aud Egede-Nissen;William Dieterle;;When Elisabeth of Valois becomes engaged, she believes her fiancé is the crown prince of Spain, Don Carlos...;;;;;;;
3572;3.7;The Cabin;1998.0;Paul Klein;4800.0;Comedy;Matt Mahood;Carolyn Mongellouzzo;Erika Kreutziger;Jerry Kriby;(6 Teens) + (1 Cabin) = (Horror Beyond Imagination);Six teenagers go up to an old cabin in the woods for a vacation get-away. When they get there, strange things start happening...;Horror;;;;;;
3573;7.2;Is Raat Ki Subah Nahin;1996.0;Sudhir Mishra;7860.0;;;;;;;;;;;;;;
3574;7.2;The Scarlet Flower;1978.0;Irina Povolotskaya;3960.0;Family;Marina Ilyichyova;Lev Durov;Alla Demidova;Aleksey Chernov;;Lev Durov is a merchant, living in a fairytale Russia of hundreds of years ago. When he is making a journey to market...;Fantasy;;;;;;
3586;6.1;Benji;1974.0;Joe Camp;5160.0;Adventure;Peter Breck;Deborah Walley;Patsy Garrett;Allen Fiuzat;At last! A motion picture that just plain makes you feel good!;A stray dog saves two kidnapped children.;Family;Romance;;;;;
3594;7.3;Ringing Bell;1978.0;Masami Hata;2820.0;Animation;Hitoshi Takagi;Minori Matsushima;Akira Kamiya;Taeko Nakanishi;;An innocent lamb learns about life and death when he seeks revenge upon the wolf who slaughtered his mother.;Drama;Family;Horror;;;;
3601;6.5;Franz;1972.0;Jacques Brel;5460.0;;;;;;;;;;;;;;
3602;7.1;Paradise Park;1991.0;Daniel Boyd;;Drama;Larry Groce;Jeniphur Gurney;Lina Basquette;John McIntyre;When all else fails, look to the Heavens.;As narrated by a youthful observer of the Paradise Trailer Park in West Virginia, this film depicts the earthy existence and dreams of the park's residents.;;;;;;;
3604;;The Man of Mystery;1917.0;Frederick A. Thomson;;Drama;E.H. Sothern;Charlotte Ives;Gilda Varesi Archibald;Mr. Roberts;;Clara Angelo does not really love her husband, David, a distinguished Roman banker, who is old, ugly and bent...;;;;;;;
3612;6.5;Broken Silence: A Moment of Truth Movie;1998.0;Joseph L. Scanlan;5220.0;Drama;Ariana Richards;Susan Blakely;William Bumiller;Tracee Ellis Ross;Justice is the best revenge.;When a young track star is raped by her coach, no one but her mother will believe her story.;;;;;;;
3615;6.7;Once a Thief;1950.0;W. Lee Wilder;5280.0;Crime;Cesar Romero;June Havoc;Marie McDonald;Lon Chaney Jr.;Portrait...of a heel!!!(original poster);A down-on-her-luck San Francisco woman, turning in desperation to jewel robbery, barely escapes getting...;Drama;Film-Noir;;;;;
3618;6.7;Undertow;1949.0;William Castle;4260.0;Crime;Scott Brady;John Russell;Dorothy Hart;Peggy Dow;Every bullet in Chicago had his name on it!;After being released from prison, an ex-convict is framed for a murder. The man sets out to find the...;Film-Noir;Thriller;Drama;;;;
3628;2.9;Terror of the Bloodhunters;1962.0;Jerry Warren;4320.0;Adventure;Robert Clarke;Dorothy Haney;Robert Christopher;William White;See hypnotic love create shocking bestial desire!;An escaped prisoner flees to the South American jungle, where he must survive not only wild animals and disease, but a ferocious Indian tribe.;;;;;;;
3630;6.2;Above Freezing;1998.0;Frank Todaro;5100.0;Drama;"Malley"" (u";J.K. Simmons;Jill Tracy;Scott Bryce;;A commitment-phobic flower shop wholesale worker struggles with his live-in girl friend in this standard sitcom-styled film.;;;;;;;
3634;6.8;Last Rose from Casanova;1966.0;V\xe1clav Krska;5580.0;Comedy;Felix Le Breux;Milena Dvorsk\xe1;Vladim\xedr Brabec;Otto Sim\xe1nek;;The legendary seducer of women Giacomo Casanova (Felix Le Breux) is spending the final years of his life at Count Wallenstein's Dux castle...;Romance;;;;;;
3636;;Wanted: A Husband;1919.0;Lawrence C. Windom;;Comedy;Billie Burke;James Crane;Margaret Linden;Charles Lane;;Wanted: A Husband is a 1919 American silent comedy film starring Billie Burke. It was produced by Famous...;;;;;;;
3637;5.9;Man Dancin';2003.0;Norman Stone;6780.0;Drama;Alex Ferns;Tom Georgeson;Kenneth Cranham;James Cosmo;;After serving a jail term, tough Jimmy Kerrigan returns to his derelict Belfast quarter, wanting a better...;;;;;;;
3638;6.1;Tak tak;1992.0;Jacek Gasiorowski;4920.0;Comedy;Zbigniew Zamachowski;Jule Japhet;Monika Bolly;Maria Gladkowska;;Set in Poland in the 1970s, the main character half-heartedly goes about his job as a censor at the state run television station...;Drama;Romance;;;;;
3639;3.9;The Delights of Life;1974.0;Mauricio Rittner;4980.0;Comedy;Vera Fischer;John Herbert;Liana Duval;Perry Salles;;Young writer sells a soap-opera script to a TV Network and manages to place his girlfriend in an important role.;;;;;;;
3649;7.4;Three Came Home;1950.0;Jean Negulesco;6360.0;War;Claudette Colbert;Patric Knowles;Florence Desmond;Sessue Hayakawa;The story of one woman's confinement in a WW II Japanese prison camp;The true story of Agnes Newton Keith's imprisonment in several Japanese prisoner-of-war camps from 1941 to the end of WWII...;Drama;;;;;;
3650;7.1;House of Wax;1953.0;Andr\xe9 De Toth;5280.0;Crime;Vincent Price;Frank Lovejoy;Phyllis Kirk;Carolyn Jones;UNLIKE ANYTHING YOU'VE SEEN BEFORE! (original print ad - all caps);An associate burns down a wax museum with the owner inside, but he survives only to become vengeful and murderous.;Fantasy;Horror;;;;;
3651;5.9;The Possession of Joel Delaney;1972.0;Waris Hussein;6300.0;Drama;Shirley MacLaine;Perry King;David Elliott;Lisa Kohane;If you believe, no explanation is necessary. If you don't believe, no explanation is possible.;A woman begins to suspect that her brother is possessed by a voodoo spirit.;Horror;Thriller;;;;;
3658;5.8;Halloween Havoc;1994.0;Craig Leathers;10800.0;Action;Tony Schiavone;Bobby Heenan;Gene Okerlund;Wayne Farris;;WCW Title (Cage/Retirement Match, special Referee Mr. T): Hulk Hogan vs. Ric Flair, WCW United States Title: Jim Duggan vs...;Sport;;;;;;
3660;5.5;Espiritismo;1962.0;Benito Alazraki;5100.0;Horror;Jos\xe9 Luis Jim\xe9nez;Nora Very\xe1n;Beatriz Aguirre;Alicia Caro;;"Satan gives a woman three wishes in this version of the classic tale, ""The Monkey's Paw.""";Mystery;Thriller;;;;;
3664;7.1;The Child I Never Was;2002.0;Kai S. Pieck;5160.0;Crime;Tobias Schenke;Sebastian Urzendowsky;Ulrike Bliefert;Walter Gontermann;;Fictionalized account of Jürgen Bartsch, a German boy who became notorious in the 1960's after his conviction...;Drama;;;;;;
3665;6.6;Arabesque;1966.0;Stanley Donen;6300.0;Action;Gregory Peck;Sophia Loren;Alan Badel;Kieron Moore;Ultra mod, ultra mad, ultra mystery;Story of international intrigue involving a university professor, an Arab prime minister, a ruthless businessman, a beautiful spy, and hieroglyphics.;Adventure;Crime;Drama;;Mystery;Romance;Thriller
3673;7.7;Jachyme, in the Machine!;1974.0;Oldrich Lipsk\xfd;5700.0;Comedy;Ludek Sobota;Marta Vancurov\xe1;Vera Ferbasov\xe1;Josef Dvor\xe1k;;A sincere provincial young man, Frantisek Koudelka (Ludek Sobota) leaves to work in Prague. For the...;;;;;;;
3683;5.3;Una vez al año ser hippy no hace daño;1969.0;Javier Aguirre;5400.0;Comedy;Tony Leblanc;Concha Velasco;Alfredo Landa;Manolo G\xf3mez Bur;;"After meeting Johnny, regional artist ""Flor de Lis"" and her band transform themselves in the famous ""Hippy-Loyas"" directly from Liverpool.";Musical;;;;;;
3688;2.2;The Night They Robbed Big Bertha's;1975.0;Peter Kares;5220.0;Comedy;Hetty Galen;Robert Nichols;Doug Hale;Gary Allen;It was hardly the crime of the century...It wasn't even the mugging of the month. It was just a rollicking rip-off!;Hilarious hijinks at Bertha's prostitute parlor somewhere in the Southern United States.;;;;;;;
3691;6.8;Like It Is;1970.0;Jerry Schafer;;Drama;James Griffith;Karen Arthur;Jimmy Cavaretta;Joe Hooker;Maybe the Neighbors Kids, But...;A young teenage girl is jealous of her father's new wife, and when one day she discovers the two of them having sex...;;;;;;;
3701;6.4;Panic in the Parlor;1956.0;Gordon Parry;4860.0;Comedy;Peggy Mount;Shirley Eaton;Ronald Lewis;Cyril Smith;;Battle-axe Emma Hornett dominates her hen-pecked husband Henry, his meek sister Edie and daughter Shirley...;;;;;;;
3713;5.7;The Exterminator;1980.0;James Glickenhaus;6240.0;Action;Robert Ginty;Samantha Eggar;Christopher George;Steve James;A one man army. A new kind of soldier in a new kind of war. [Video] [Australia];A man's best friend is killed on the streets of New York. The man (Robert Ginty) then transforms into a violent killer, turning New York into a great war zone and Christopher George is the only one to stop him.;Crime;Drama;Thriller;;;;
3719;4.1;Karateciler Istanbul'da;1974.0;Victor Lamp;;Action;C\xfcneyt Arkin;Yao Lin Chen;Tao Chiang;Lu-Yi Chuo;He stops Ninjas Dead Bolo Yeung is the Ninja Killer;Erol is a successful cop, who lives with his sister Yasemin. Wang, the most troublesome gang leader of Hong Kong comes to Istanbul...;;;;;;;
3722;;Malkat Hakitah;1986.0;Isaac Zepel Yeshurun;5340.0;Drama;Alon Aboutboul;Doron Avrahami;"er"" (u";Itzhak Ben-Ner;;Enrike, a young Israeli boarding-school student, falls in love with Malka, the most popular girl in his class. Malka tires of their relationship and takes up with Shalom, Enrike's best friend.;;;;;;;
3724;7.7;House No. 44;1955.0;M.K. Burman;;Crime;Dev Anand;Kalpana Kartik;K.N. Singh;Bhagwan Sinha;;Ashok is a petty thief working under a notorious gangster named Sunder. When Ashok comes across a dead body of a watchman...;Drama;;;;;;
3728;4.3;Spider's Web;2002.0;Paul Levine;5280.0;Crime;Stephen Baldwin;Kari Wuhrer;Benjamin King;Scott Williamson;Once bitten by lust, you can't escape the trap.;A wily businessman plots with a sultry executive to swindle $40 million from his father. But who is conning who?;Romance;Thriller;;;;;
3729;6.6;Salomé;1922.0;Charles Bryant;4320.0;Biography;Alla Nazimova;Nigel De Brulier;Mitchell Lewis;Rose Dione;;Salome, the daughter of Herodias, seduces her step-father/uncle Herod, governor of Judea, with a salacious dance...;Drama;History;Horror;;;;
3731;4.7;Voodoo;1995.0;Ren\xe9 Eram;5460.0;Horror;Corey Feldman;Joel J. Edwards;Diane Nadeau;Ron Melendez;La vida esta llena de sacrificios;Andy comes to campus in order to be close to his girlfriend Rebecca. Since he needs a place to stay he joins one of the college fraternities...;Thriller;;;;;;
3733;4.4;Banarasi Babu;1997.0;David Dhawan;7560.0;Comedy;Govinda;Ramya Krishnan;Kader Khan;Shakti Kapoor;;Wealthy business, Chaubey, his wife, Lily, and daughter, Madhubala, return from Britain in order to...;;;;;;;
3738;5.5;Violent Midnight;1963.0;Richard Hilliard;5400.0;Horror;Lee Philips;Shepperd Strudwick;Jean Hale;Lorraine Rogers;Earthy, wicked shocker!;An axe murderer is loose in a small New England town.;;;;;;;
3743;4.3;The Sexorcist;1974.0;Ray Dennis Steckler;3660.0;Adult;Lilly Lamarr;Kelly Guthrie;Wayne Williams;Carolyn Brandt;The Devil has his day...;A female reporter for an occult magazine investigates a story about a murderous devil cult.;Horror;;;;;;
3744;6.6;The Roman Spring of Mrs. Stone;1961.0;Jos\xe9 Quintero;6180.0;Drama;Vivien Leigh;Warren Beatty;Coral Browne;Jill St. John;;"An aging actress travels to Rome with her husband; after he suddenly dies during the flight, she begins a passionate affair with a young gigolo.";Romance;;;;;;
3745;;Boy Scouts to the Rescue;1917.0;Percy Nash;;;;;;;;;;;;;;;
3753;5.3;Zameen;2003.0;Rohit Shetty;9240.0;Action;Ajay Devgn;Abhishek Bachchan;Bipasha Basu;Mukesh Tiwari;;Islamic terrorists, backed by Pakistan, boldly attack the Indian Parliament building. The Indian army...;;;;;;;
3759;5.4;In Her Defense;1999.0;Sidney J. Furie;5820.0;Drama;Marlee Matlin;Daniel Pilon;Michael Dudikoff;Sophie Lorain;;A lawyer has to defend his lover who's blamed for a murder he has commited himself...;Thriller;Romance;;;;;
3761;4.7;Fantasm Comes Again;1977.0;Colin Eggleston;5940.0;Comedy;Rick Cassidy;Con Covert;Uschi Digard;Dee Dee Levitt;;An intern and a professional writer at a newspaper agency read over 10 different erotic letters detailing the erotic escapes of various women for their sexual advice column.;;;;;;;
3765;4.3;Even Cowgirls Get the Blues;1993.0;Gus Van Sant;5700.0;Comedy;Uma Thurman;Lorraine Bracco;Pat Morita;Angie Dickinson;There have been many great drivers but only one great passenger.;Sissy Hankshaw is born with enormous thumbs that help her hitchhiking through the US from a young age...;Drama;Romance;Western;;;;
3769;;The Masked Rider;1941.0;Ford Beebe;3480.0;Drama;Johnny Mack Brown;Fuzzy Knight;"Day"" (u";Grant Withers;GET SET FOR ACTION...AND PLENTY OF IT...with a hard hitting hero and his slap-happy singin' side-kick!;The beautiful owner of a silver mine in Mexico asks an employee for help when bandits keep robbing her shipments.';Music;Western;;;;;
3773;6.7;Der Tod der Maria Malibran;1972.0;Werner Schroeter;6240.0;Musical;Magdalena Montezuma;Christine Kaufmann;Candy Darling;Manuela Riva;;This is about the life and myths about famous opera singer Maria Malibran (1808-1836). She died on the stage.;Drama;Comedy;Fantasy;;;;
3775;6.5;Chandranudikkunna Dikhil;1999.0;Lal Jose;;Romance;Dileep;Indrans;Jagadish;Lal;;Dileep comes to a rural town to start his job as the local bank field officer. Through a series of events he meets and falls in love with Kavya there and plans to get married. But fate changes the course and outcome of their life and love.;;;;;;;
3776;;Kabirdas;2003.0;Raju V.V.;;Drama;Vijayachander;Somayajulu J.V.;Gautami;Prabha;;There are many stories about the birth of Kabir. One of the non-controversial versions was taken as plot of the film...;;;;;;;
3777;7.0;Nyi blorong;1982.0;Sisworo Gautama Putra;4920.0;Fantasy;Suzzanna;Barry Prima;Ratno Timoer;Nena Rosier;;The Daughter of the South Sea Queen rises to take a human lover.;Horror;;;;;;
3779;6.6;Aladdin and His Magic Lamp;1970.0;Jean Image;4260.0;Animation;Gaston Guez;Henri Virlojeux;Claire Guibert;Ren\xe9 Hi\xe9ronimus;;he travels to Aladdin's village, identified as being near the border with China, where he enlists Aladdin's...;Adventure;Fantasy;;;;;
3780;6.2;The Tunnel;1933.0;Curtis Bernhardt;4320.0;Sci-Fi;Paul Hartmann;Attila H\xf6rbiger;Olly von Flint;Otto Wernicke;;An engineer is hired to plan and oversee the construction of a undersea tunnel between Europe and the US...;;;;;;;
3786;;13 dni;1964.0;Stefan Surchadzhiev;5040.0;Drama;Emil Stefanov;Dimitar Buynozov;Anastasiya Bakardzhieva;Lubomir Kabakchiyev;;The Soviet army is approaching the Bulgarian border. Many government ministers and army officers prepare to flee the country...;;;;;;;
3787;6.9;Something for the Birds;1952.0;Robert Wise;4860.0;Comedy;Victor Mature;Patricia Neal;Edmund Gwenn;Larry Keating;;Enviromentalist Anne Richards goes to Washington D. C. to fight for getting legislation passed to save...;;;;;;;
3791;1.9;Invasion of the Neptune Men;1961.0;K\xf4ji Ohta;4440.0;Sci-Fi;"ichi Chiba"" (u";Ry\xfbko Minakami;Mitsue Komiya;Seiichir\xf4 Kameishi;;Clumsy invaders from Neptune are thwarted by hero Space Chief and a nondescript group of microshort-wearing Japanese kids.;;;;;;;
3797;3.8;Valli;1993.0;K. Nataraj;;Drama;Priya Raman;Rajinikanth;;;;"Velu is not educated; he falls in love with Valli who is educated. She does not love him and falls for Saker-a boy who comes from the city. He uses her then leaves. Will Valli accept Velu's love now?";;;;;;;
3798;6.4;Advice to the Lovelorn;1933.0;Alfred L. Werker;3720.0;Drama;Lee Tracy;Sally Blane;Paul Harvey;Sterling Holloway;;Los Angeles newspaper reporter Toby Prentiss is continually in trouble with his editor. He is demoted...;Romance;Comedy;;;;;
3811;;De moedige bruidegom;1952.0;Edith Kiel;4800.0;Comedy;"t Seyen"" (u";Piet Asselbergs;Wim Blommaert;Jaak De Voght;;When Thomas Borneman, a jolly bachelor, gets back in touch with Tinneke, his former love, he realizes he still loves her. But Tinneke has remained the same and won't hear of marriage. Will he manage to humor the stubborn lady?;;;;;;;
3822;5.9;The Sins of Rachel Cade;1961.0;Gordon Douglas;7440.0;Drama;Angie Dickinson;Peter Finch;Roger Moore;Errol John;How Could It Happen To Rachel Cade?;While the Nazis regime subjugates European Nations, in Belgian Congo the doctor Rachel Cade tries to cure those troubled people. The colonel Derode falls in love with her but a young American injured pilot upsets his plans.;Romance;;;;;;
3830;7.2;Mei nan zi;1987.0;David Chiang;;Comedy;Richard Ng;Do Do;Bill Tung;Lydia Shum;;Two Hong Kong men must find a way to deal with their love lives: One with a much younger girlfriend and is admired by his co-worker, and one who is married to two hilarious, dictatorial and stubborn women.;;;;;;;
3832;4.6;The First Turn-On!!;1983.0;Michael Herz;5280.0;Comedy;Georgia Harrell;Michael Sanville;Googy Gress;John Flood;IT'S ALWAYS THE GREATEST...AND THE WILDEST !;A group of teenage summer campers and one counselor share the stories of their first sexual experiences when an avalanche traps them in a cave...;;;;Lloyd Kaufman;;;
3833;6.8;Furyô banchô: Inoshika Ochô;1969.0;Yukio Noda;5340.0;Action;Tatsuo Umemiya;K\xf4ji Nanbara;Fumio Watanabe;Tamaki Sawa;;Hiroshi and his biker buddies get out of jail and start a human trafficking ring but a local yakuza group puts a stop to their business...;Crime;;;;;;
3834;6.5;Cyberon;2000.0;Bill Baggs;;Action;Keith Bell;Jo Castleton;Nancy Allen;P.J. Ochlan;Cyberon's a new kind of smart drug - one that's smarter than we are.;When Dr Lauren Anderson agrees to Thomas Mordley testing his experimental new drug Cyberon on her brain damaged patients she expects little benefit. But Cyberon is going to revolutionize medicine and maybe even the world.;Drama;Sci-Fi;;;;;
3837;6.4;Charlie Strapp and Froggy Ball Flying High;1991.0;Jan Gissberg;4980.0;Family;Thomas Funck;Stig Grybe;Thorsten Flinck;Peter Dalle;;Bewildering adventures when Kalle Stropp and Grodan Boll sets out to rescue Kottefolket who live in the forest. Together with Plåt-Niklas and Papegojan they set out in search of bad guys ..;Adventure;Animation;;;;;
3842;4.9;Maciste contro lo sceicco;1962.0;Domenico Paolella;5700.0;Adventure;Ed Fury;Erno Crisa;Gisella Arden;Piero Lulli;;In the late 1500s, forces of the Duke of Malaga topple the Sacred Obelisk in the North African city...;;;;;;;
3844;5.4;Le dritte;1958.0;Mario Amendola;5760.0;Comedy;Franco Fabrizi;Sandra Mondaini;Paolo Panelli;Bice Valori;;Ofelia, Edna e Rina si incontrano in un commissariato: tutte e tre sono state vittime di uomini che cercavano di sposare...;;;;;;;
3845;3.8;People from the Subway;1974.0;Jaromil Jires;5040.0;Drama;Ivan Vyskocil;Jitka Molavcov\xe1;Ferdinand Kruta;Petr Kopriva;;Three short stories. Prague finally sees the approval of the subway construction. Thousands of individuals took part in preparing, course and finalizing construction of subway and their lives crossed at certain points of this construction.;;;;;;;
3847;5.9;Diástole y sístole: Los movimientos del corazón;2000.0;Harold Trompetero;4800.0;Drama;Nicol\xe1s Montero;Marcela Carvajal;Ramiro Meneses;Henry Castillo;;Based on a series of episodes aimed as ensuring the director to exorcise the defects, fears and phobias circulating about the world of ordinary love...;Romance;;;;;;
3850;6.8;Othello;1962.0;Claude Barma;;Drama;Daniel Sorano;Francine Berg\xe9;Jean Topart;Michel Le Royer;;The Moorish general Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his lieutenant Michael Cassio when in reality it is all part of the scheme of a bitter ensign named Iago.;Romance;;;;;;
3854;8.2;An Affair of the Skin;1963.0;Ben Maddow;6120.0;Drama;Viveca Lindfors;Kevin McCarthy;Lee Grant;Diana Sands;"The producers of ""The Balcony"" now give you a blunt, contemporary drama in which, for the first time, an American looks into our sex attitudes with the same frankness as the Italians and French look at theirs!";A neurotic woman, her unhappy husband and three other New Yorkers share a complicated relationship.;;;;;;;
